name,salary
Kalisha,14943.7111671315
Jason,15313.46613886
Brandon,15272.6881110585
Ashqar,14495.5748046348
Julia,14877.4241096046
Khairi,14934.8356712493
Adedotun,14576.1993468201
Loretta,14765.6853543092
Katharyn,14913.1889061145
Cole,14106.9145488948
Davaughn,15543.6621198323
Yaquelin,15030.232577482
Emily,14721.1868443252
Scott,14937.8802589677
Nabeel,15482.0244691965
Santyve,14498.9546514429
Thaamir,14346.5024997225
Bakar,15573.7377579299
Ashley,15192.509115524
Radiyya,14262.4929838388
Justin,14992.0619826573
Kendall,15119.9321476318
Brian,15266.4850351108
Jacina,14770.368678386
Catherine,15560.8577805832
Ernesto,15601.7430810497
Sergio,15864.1891028542
Chelsea,15237.860152987
Taylor,15050.3936523029
Kayla,14920.5964870814
Eric,15256.1649195353
Danae,14704.7640324641
Jamal,14830.3775699595
Emily,15014.9739140256
Jalen,15031.2935086901
Levi,14776.8232744349
Evan,15231.4590825666
Tisa,15217.8607001398
Joshua,14113.6387871253
Jacob,14626.0372710612
Simone,15144.5018178486
Ashley,14662.0966434055
Nicholas,14911.3753411319
Austin,14824.7707357674
Jonathan,15335.0821006904
Jonathan,15370.9923505757
Amber,14886.5223692903
Kuan-Hsuen,15028.3809533151
Ibtisaama,14537.4244261791
Suhail,15063.3314976817
