name,salary
Charles,14256.1252611912
Jaylen,15270.0468057861
Connor,15074.2319438221
Maliek,14557.219232407
Nathan,15955.5979641833
Abigail,15275.6226947009
David,14096.7976476086
Emily,13988.2538748207
Tori,14944.6176199016
Mumtaaza,14813.9010753196
Monique,15144.0549923585
Mckayla,15037.9568963144
Preston,14389.6331783972
Luisa,14375.0864557056
Christian,14795.47714527
William,14804.1591932428
Alexandria,15305.5701310732
Vinh,14578.0946861964
Afaaf,14937.4812383746
Cinead,15142.7844497126
Karissa,14106.0170540272
Brittany,15408.057929053
Emily,15145.948151743
Jordan,14777.9327309465
Tahaani,14871.6105707263
Alexander,15162.442749156
Shaahira,14500.7831259239
Mahalia,15103.8651539338
Sebastian,14717.2118959655
Shawn,14778.8355317091
Husni,14415.8136860225
Grady,14914.69252328
Marinda,14602.2547578908
Christian,14658.4098932884
Joshua,15407.5644052089
Anthony,15580.352564733
Aisletd,14963.7485071364
Justin,14772.0144461099
Hishma,14274.8546193228
Nicole,15355.8181426744
Lindsay,16180.1842536799
Samantha,15250.2701179253
Maria,14922.6891229554
Pamela,15585.8542416669
Delayna,14871.1779116763
Sean,15610.6465167584
Nu'ma,15623.183606606
Marissa,14697.5904158736
Samantha,15084.457273839
Megan,15344.5532013519
Alexis,15578.2618731411
Calvin,15108.1157873807
Hannah,14366.0934580855
Shaafi,15424.6488590466
Pratik,14518.6120029292
Anthony,14714.9128493009
Arnulfo,14812.0145108016
Mark,14765.7812905368
Zulfa,15662.261311504
Alexia,14613.7128466512
Santiago,15351.1844639459
Madaline,14725.2504301737
Saood,15315.7430080432
Mikio,14819.2344576613
Duamell,15262.1716724829
John,14384.0870402948
Shihaab,15075.893510406
Crisol,15106.9579876808
James,14588.6786003575
Ibrahim,15771.9388524363
Cody,14991.0602937213
Jared,14967.001359141
Debra,14919.2157033388
Jung,15560.225425018
Reema,15152.1625212815
Francine,14938.4890328361
Jeremiah,15138.3203963915
Chelsea,15882.3309275368
Heather,14729.3493409621
Conner,15085.6977524701
Diana,14955.6874613706
Levi,14776.8232744349
Leesha,15482.3745617674
Ashley,15031.5649289633
Tina,15077.2047140815
Devohn,15532.314102769
Evelyn,14500.2584489382
Roman,14715.4454393083
Blain,14356.0215212991
Mackenzie,14398.5111933801
Pamela,14564.247046175
Carley,15460.332108906
Hiwaaya,15068.428730769
Isaiah,14970.1278526509
Maiya,15166.7850055858
Horatio,14171.5524365947
Briana,14865.1414437941
Kyra,15144.4499827605
Michael,14956.5862659267
Kayla,15396.7549683157
