name,salary
Thaamira,15406.7423618522
Tessa,14954.5823619174
Hadiyya,15862.8825243194
Desirae,15387.7247510627
Brandon,14227.7508649864
Melanie,13804.0062579147
Keyshawn,15922.0916543368
Archibald,13860.884320536
Hanoona,15639.0389411755
Addison,14455.7019896844
Tam,15548.0955611192
Marlena,15283.6923332348
Mukhtaar,14496.5067779484
Patrick,14728.8537661482
April,15058.1866559261
Byung,14855.7152485639
Tiffany,15176.9454116244
Kianna,14618.3026434375
Laura,14965.0107905803
Melissa,15381.9498457495
Robert,15295.8779088281
Hannah,15159.1977576022
Shelby,15160.1053734652
Dallas,15070.2158775767
Desiree,14150.5233761362
Alex,14007.4744688552
Destiny,14576.2049071446
Rajab,14025.7189789136
David,14096.7976476086
Kyle,15304.9716842346
John,14306.4462732735
Zaidaan,14925.6008674791
Ghaali,14986.0705998986
Sebastian,14181.8020612039
Najeeba,14923.7775864394
Alicia,15847.8235887721
Khalid,15124.2922168632
Rio,15327.799140823
Feloniz,15761.8129013013
Kayla,16058.9439669226
Emily,13988.2538748207
Matthew,14842.8721627986
Tawni,14129.3249454423
Karla,15673.4843237393
Kaleb,14434.5576171323
Mutlaq,14349.1401528289
William,15799.3494468652
Silas,14986.3342679109
Aslam,14720.8952648577
Von,14272.132939251
Raabiya,14779.7991519412
William,15345.5702230815
Nancy,15739.5629222829
Daniel,14847.533638147
Julia,15740.2743763623
Yamilex,14516.7448303203
D Arius,15052.9772979468
Afraah,15029.6522826938
David,15410.8513624371
Rumaana,15401.1517251697
Charles,15452.5193310237
Sarah,15371.9461115459
Joanna,14461.450077202
Rodney,15164.8077234811
Christine,14911.2344684181
Tanisha,14678.322107359
Devon,16494.1752585145
Toby,14387.1407938945
Donovan,14934.3409451346
Kyle,15532.2565410003
Benjamin,14846.0316641283
Valerie,14451.3872030283
Taje,15922.7858807869
Cassandrea,14646.4300903243
Heather,14306.8819285154
Thamra,15674.6137890217
Nadiyya,14305.9932297524
Mariah,15319.3891411711
Zachary,15135.6775908816
Ashwini,14787.5180763953
Mahfoodha,14777.8689598052
Keisha,15034.2604697858
Alexis,14777.5826020321
Alexandrea,15013.6369151165
Brandon,15099.38163719
Jackelyn,14300.0393023511
Azzaam,14948.7551056697
Jacob,15334.0253001396
Taaj,15915.1837269341
Larry,14658.1116231605
Kristen,15578.8484676287
Zachary,14959.1696473073
Daniyal,15366.1172163486
Ivonne,14561.3763324503
Kyanah,14864.8350557657
Gabriell,14520.2675895822
Sarah,14961.5522239096
Raashid,15068.5865139631
Chelsea,15171.1527692458
Vincent,14768.3389948583
Julia,14721.6251348283
Gabriel,14536.4133840905
Robert,15626.3463533535
Zulema,15109.3566553442
Moel,15128.729081645
Sameera,15268.5594200809
Emma,14557.1330519698
Leon,14991.5617446346
Indigo,16105.2857006142
