name,salary
Britney,14579.7269079928
Johnny,14535.4413203815
Marina,14902.0402011546
Darius,15135.881507027
Noah,15410.1534494623
Khayla,15144.8290570276
Amy,14722.162939571
Safwaan,14322.6941191063
Andrew,14367.5237204401
Jose,15235.6350746291
Aaron,14778.2719569608
Rhiannon,14469.0413033793
Nicholas,14603.3479853305
Kevin,15342.5533392188
Michael,13287.6171603677
Derrel,15615.4544937377
Yesica,14771.0514757258
Candace,14839.1662105096
Tanner,14480.349405313
Devia,15500.7547447203
Brittany,14553.3137474812
Giulia,14899.1463141927
Nicholas,15391.3168003682
Cesar,14958.8670230391
Reagan,15778.9365795698
Wahida,15840.6505099681
Jaleela,14883.4015804149
Ruben,15229.4697297305
Michelle,15516.0044705077
Abdul Waahid,15137.4444167484
William,14804.1591932428
Abigail,14760.3699932597
Keomani,14268.6122239301
Joylensia,14468.058089223
Jaron,15727.004775964
Reyna,14624.2792122477
Cydney,14683.4338574921
Ashqar,14495.5748046348
Patrick,14195.2183824667
Amanda,15406.8661934544
Madison,14099.0090236916
Jazmine,15454.3753219313
Aatika,14142.9070082566
Tre John,14724.2310576532
Margarita,14900.7278106303
Jorden,14685.1578349232
Steven,14538.422784369
Marco,14881.1846605613
Awda,13962.2618063533
Cole,14106.9145488948
