name,salary
Zoe,14200.746275657
Alfonso,15333.2702534647
Ivonne,14561.3763324503
Chaley,14862.6842488623
Amanual,14696.9887984324
Roman,15152.1235041857
Rebecca,15301.1690675997
Sameeha,15620.010448454
Wendy,15549.5082732299
Brian,15219.8186856236
Alex,14298.9674619252
Zuhriyaa,15020.9416370292
Jessica,14712.7525026806
Claudia,15135.4692815525
Taylor,15248.0289714494
Clara,14659.708284294
Zhakery,14206.6998951489
Juliet,15241.5079338932
Tevin,15149.8380684802
Umair,14564.5562463407
Jesse,15298.3712135829
Sean,14200.8254267863
Tiara,14622.4987637677
Avani,14946.7435893969
Raul,14708.7943768713
Tyler,14927.696201078
Amanda,15742.3374548076
Jacey,15019.1215782298
Mastoora,14892.8863157391
Frank,14961.1242793056
Huraira,14041.6437601621
Maya,14710.2763547429
Alex,15011.9274517896
Chelsea,13573.56000014
Derek,15815.3219807783
Marie,14804.2177108109
Thaamira,15029.4024838765
Meghan,14979.4449371333
Tina,15451.4602269137
Alexis,16648.4551217443
Sameera,14420.4199424776
Charlayna,14251.1185846032
Joana,15071.8056132852
Dhiana,14507.7897116039
Taylor,15946.3555615931
Kevin,14921.7992501044
Laura,15144.4602576036
Andrew,14441.7016508145
Thana,15656.1413295903
Anne,14905.1034109944
Collin,14573.9478951814
Carlo Ceazar,14578.6166844306
Michael,14711.5066697377
Manuel,15188.9354878671
Cameron,14844.2077101842
Cameron,14350.8400627734
Annette,15333.1623508955
Kayla,15190.7521032856
Sarah,14961.5522239096
Naomi,15815.9389038905
Kaibrea,15329.7525709595
Adham,14739.5298107432
Derek,15815.3219807783
Alexander,15478.4652388644
Alyson,15075.291033853
Naqiyya,14469.8683883522
Ryan,14669.3617794809
Aseel,14899.6965931203
Prontipp,16233.185383541
Amy,15040.6166927607
Shelby,14572.0029719797
Victoria,14857.8829487983
Abdul Haleem,15108.8045771722
Hsi Hsi,15074.4385225829
Sydney,14623.4435558224
Ronald,16153.8194285311
Amanda,14584.1063060579
Casandra,15369.5702327447
Aaqil,15518.6796201129
Deidra,14117.0181417202
Dechelle,15425.5712329799
Tyler,15294.3099957794
Breanna,14583.2972702731
Trevor,14751.7098386326
Jade,14159.840700018
Dawnee,15919.0567150594
Aaisha,15240.2126948405
Hugh,15127.7530869037
Samantha,15143.4515765326
Kelci,15488.6696272273
Shanoah,15456.2190175141
Lashay,14610.815392564
Nia,15443.8501491382
Nykalous,15694.9828597824
Logan,14237.6561483444
Justin,14577.9399529205
Yapheth,14830.5214970178
Rodrigo,15778.2846196658
Nuzha,15074.0146469862
Brandi,15337.1058599772
Nicole,14665.9325161576
Charlie,15737.0087788918
Aaron,14298.8072732882
Caitlin,15725.5754124079
Jamie,14822.060172932
Shawn,15180.1301612132
Caitlin,14836.0000790941
Qaaida,14969.3749875409
Minh-Tom,14404.406897443
Megan,16047.9770295995
Brenda,14265.6178694515
Janea,15061.1605574958
Brandon,15291.2073638417
Faarooq,16127.6051155806
Steven,14723.9921717237
Taamira,14401.1953666378
Sad,14199.5471231535
Wyatt,13627.8838191322
Adrianna,14696.493772468
Christine,14425.983626953
Reilly,15756.36005582
Conner,14827.7651526618
Amy,15040.6166927607
Istiaq,16246.6648803719
Angelique,14587.3641499917
Aaisha,15240.2126948405
Natvadee,15500.060991108
Nhi,14604.9533732983
Belia,14979.6645577384
Briahna,14763.7259928436
Samantha,14687.050226595
Rachael,15000.0054620087
Ria,15193.4184203235
Devin,14727.8969238432
Brittany,14801.9983745621
Nykalous,16070.7939770608
Tilane,15517.0174025368
Shane,15152.9966047695
David,14614.0370035402
Mikayla,15652.0099154187
Saqr,14938.2344223455
Brittany,14586.4974688914
Gabrielle,14951.9159875697
Phaylinh,14958.5740146863
Belia,14979.6645577384
Vincent,14529.2715267722
Khalia,15791.4614709607
Alex,15655.2245833018
Malika,14842.3524749967
Monica,14889.8204655535
Justin,14985.9425915773
Dakota,15275.9334949924
Zengda,14108.6292952765
Rajiv,14809.2778142752
Justin,15266.0573719293
Kindra,15639.7455548806
Eric,14855.4481094233
Tegan,14844.2704942152
Joshua,14494.5867632987
Madison,14251.3896406677
Cade,15601.0206624418
Raymond,15005.4751631805
Jessica,14758.0703331518
Lizeth,14445.4142114321
Danika,16542.6223253801
Chad,15128.4741381163
Emiterio,15013.5337690335
Luis,14720.0430530962
Amanual,14696.9887984324
Dalton,14724.0965631128
Ken,14933.2079525438
Kellen,14720.3963124468
Maranda,14255.270008611
