name,salary
Abdul Kader,13965.9753101704
Elsa,15092.5933523243
Nicole,15670.4584462595
Connie,15283.6897264548
Faheem,14878.5260089476
Jonathan,15717.5463044509
Angelica,15493.8224732005
Nicole,16714.4417273119
Carmen,14365.787005434
Savoi,14836.5040969932
Shelby,15711.2808187767
Sade,14710.1991165887
Nicholas,14137.6324774079
Kevon,15377.4338621148
Emmanuel,14763.775679196
Maelynn,15264.8191536706
Sundus,15440.1355565224
Abdul Ghani,15391.4562623107
Eduardo,15393.6870551405
Aubeni,14610.7513065757
Carson,15035.7367128371
Maisie,15489.5149489408
Michael,15911.8404890341
Haamid,13968.3769272669
Ramo,15513.8653349598
Kevin,15389.1223111431
Tyana,15352.58948502
Nathan,14426.5490565412
Qaasim,14299.7836532488
Cheyenne,14523.3911956699
Iesha,16503.460886051
Ameera,14567.9805625316
Blake,14725.9074852627
Samantha,15928.7393164694
Shiema,15007.3885336843
Sujee,15442.8222695862
Vincent,15080.9423322448
Alexandra,15850.3482711183
Edwin,14610.2734746568
Noe,14888.38886201
Joshua,15026.4766860688
Jakoby,14984.5599742624
Teyah,15484.4315719154
Brooke,14680.8025465079
Akhari,14489.1113666011
Carlos,15441.7992979045
Nancy,15050.4175179737
Christopher,15609.8988201487
Muneefa,14960.7482816624
Raqim,15015.8024263115
Andrew,14441.7016508145
Gabriela,15659.4392966274
Jacqueline,15128.0551277934
Isabael,14692.5368605136
Theodore,14255.7302653694
Tisa,15217.8607001398
Gabreille,14620.6407394312
Johnathan,14855.898948835
Michella,14749.476817504
Aliceia,16300.8813138014
Rajaa,15335.5768376415
Jaleesa,14861.198698409
Lauren,14471.9609061514
Mubarak,14810.8633351653
Larissa,14281.0462608384
Blake,14769.4191865814
Brianna,15778.1085897132
Sage,15330.3350796514
Muntaha,14372.5919966623
Ajanee,14938.9311387636
Michael,14862.9412687645
Romelia,14465.0897073531
Kawthar,14330.3631264525
Connie,15619.9397881295
Carl,14084.6389556187
Rushdi,15261.9163513261
Amy,15113.5572009849
Rebbecka,15875.904151551
Mahaa,16018.2928527886
Kami,15254.3133265465
Khang,14824.7506805502
Julian,16544.5481178694
Reginald,14694.3640481062
Thanya,14704.7320829172
Brittney,14355.0279907498
Aaron,14312.2308569817
Jameel,13888.9037978436
Josie,13999.5257207831
Musfira,15770.5908176444
Jasmine,15348.3567700871
Britney,14579.7269079928
Derrick,14885.8449884197
Arianne,15333.3647544558
Thamra,15896.2115121603
Brenna,14313.7487695419
John,14861.5098200852
Saabira,14217.3611778645
Isaias,14456.8770810124
Travis,15290.0624244486
Joseph,16649.5632810466
