name,salary
Brooklyn,14939.9776515345
Nathan,15955.5979641833
Ena,14735.8165585109
Ammaar,14789.5417848049
Alexis,14421.6947618148
Shajee'a,15217.1729314766
Marissa,13931.4035543804
Michelle,15127.2033210938
Ismaeel,14873.6124635193
Keya,14979.6982140918
Charles,15054.2981685519
Abeer,15476.286198776
Michelle,14535.725691851
Orion,14675.71766534
Victoria,14740.244661469
Ayana,16124.1526486094
Jose,14598.0711140284
Kristina,13914.7769511449
Tanner,14474.8653717584
Careese,13979.3485353904
Jennie,14654.2515896202
Janelle,14273.219631878
Nicholas,14846.6985736653
Alyssa,14943.7693761878
Marco,15419.2952267415
Eamonn,15058.0956664398
Patrick,15482.3591773893
Porvangchee,16134.0044342364
Korena,15328.5879162847
Talha,14263.1753849337
Alexandra,15219.0215802071
Montago,14521.5943155256
Prettyboy,14417.796729693
Macennia,14680.6643181952
Thanya,14704.7320829172
Presley,15086.3578473128
Jaleela,14815.199548089
Reyana,15013.3098165916
Tihut,15367.0604241545
Howard,14989.2913511577
Hamad,15406.7616378182
Monice,15566.4734266002
Shawn,14518.2579948501
Elizabeth,14262.3189988729
Anjanet,15072.4255140431
Kayla,14697.5065297155
Kinshasa,14800.4228281348
Razeena,15387.6226936294
Mudrika,15500.8153796542
Ghaali,14656.1222273254
Nabeela,14665.50559116
Nathaniel,15604.6141666013
Kelli,15524.4947026331
Brittany,14553.3137474812
Zaidaan,15009.7603728079
Nicole,15883.747161244
Luis,14878.1820071988
Amelia,14421.0484111036
Dwayne,14825.458839206
Daniel,14847.533638147
Sylviana,15789.8288894047
Jarred,15145.9089005086
Peggy,14264.2919776431
Stefanie,15449.0498394538
Paul,15154.3989294211
Mariah,15100.4573014305
Manuel,14641.6486716167
Ethen,14150.0532335858
Chrysta,14470.4996153435
Katrina,14343.9841050617
Annie,15223.6145122961
David,15093.2806594821
Tawfeeq,14470.7576932094
Jalen,15031.2935086901
Paige,14565.4289386656
Jesse,15579.6795682459
Jon,15234.6699692786
Nakiya,14035.9831871654
Ibrahim,15440.4498212409
Brandi,15818.6186536487
Muthanna,15725.5017830679
Ailin,14122.2054294986
Allyson,15124.2646971892
Labeeb,14861.9427755067
Amanda,15413.6157431296
Alejandro,14172.7255045461
Paul,15351.4383027591
Taajuddeen,15887.8840373471
Irene,15387.2604134254
Heather,14306.8819285154
Brianna,15712.9057692585
Susana,15096.4774634587
Haamid,15191.6350664553
Braeton,14820.7016465203
Maria,14846.488750314
Dakota,15207.4712094849
Kristin,14718.0777243962
Hailey,15318.3069092562
Huraira,15151.46412322
Ruth,15879.7212550907
