name,salary
Saajida,15100.6118806115
Trevor,15940.3641159513
Yomaira,14738.5088595656
Kristen,15861.707060002
Paden,15332.9647057061
Darian,14815.8892706396
Kimberly,14598.9374698091
Breanna,15273.4677117139
Lawrence,15542.2058718232
Ashley,14472.2111094135
Skyler,15423.269393166
Justin,15868.8891389605
Madison,15854.8432748338
Tierra,15096.4464790198
Jordyn,14106.9373305983
William,15158.4287737394
Dami,14747.3092051966
Randall,14772.1158750808
Jacob,15574.1358486758
Nam,14214.6320993514
Mutee'a,15701.8551450382
Rayyaan,15050.7799022392
Peter,14902.0962674452
Michael,15452.6765293656
Brenda,15449.3398073519
Cole,15269.7979612802
Chelsea,15032.8344270433
Howard,15407.8256182842
Jeremy,14573.1565357232
Rasheeda,14551.5013885018
Najeema,14464.3876115751
Heather,15313.3687278145
Bianca,14846.5965072157
James,15162.4547753549
Lauryn,14911.0030543127
Malachai,14722.6022697503
Elizabeth,15436.0669473995
Franklin,15455.3586808897
Joshua,15082.6041474736
Alexis,15250.5095929969
Christian,14344.5006647003
Shaafi,14616.4814346171
Luis,15039.7359229212
Jasmine,14469.8859670997
Shajee'a,15006.6772529177
Claudia,14949.1374388336
Zayyaan,15340.5761487114
Eugene,15528.5830507581
Lidia,15810.9179196884
Mustaba,14306.9911498104
Shawnae,14833.0707083324
Isobel,15519.4726542193
Rachel,14002.5633961407
Aaron,14879.1012606091
Hafsa,16202.758694798
Waneesa,14712.2373631127
Cynthia,15387.0748082346
Charles,15373.2748861628
Symone,14702.981638708
Daniel,14839.2009699907
Michael,15978.2988960279
Hanna,14816.3370698172
Lindsey,15079.8381884881
Brianna,15632.1673070889
Duncan,15342.6645160575
Michael Dale,15786.3167804891
Juanito,15704.1915113447
Lakshmi Priya,15239.8550354141
Yahshea,15398.2826180827
Reid,14597.2977056465
Alex,15787.3358586131
Jeffrey,14407.152620759
Connor,15292.0294676061
Joel,14442.0786205661
Dominic,15561.476652671
Cody,14991.0602937213
Moses,15146.3938387734
Zachary,14495.3969539144
Wajdiyya,14051.5974634763
Benjamin,14038.3526561153
Danielle,15135.5199062521
Tiara,13945.4855739459
Cameron,15437.7090155895
Luis,15477.8978427602
Bradford,14840.6402769441
Aarti,15180.9035677459
Hosna,14589.2591694576
Ashley,15085.4120143967
Damon,15310.9333041053
Cody,14863.7221714066
Tameika,15366.1611441867
Ann,14789.8284898288
Darian,16045.3165136462
Alyssa,15088.4038340285
Angel,14822.292161829
Mark,15311.3743755599
Tony,15094.2920722991
Chakera,15013.6519831757
Jon,15234.6699692786
Luke,15140.3931457855
