name,salary
Farley,15604.790162004
Delena,14816.1189809979
Gregory,14323.7796321003
Tearah,15374.3377137953
Alexander,15470.629347154
Michelle,14760.1995699681
Alexander,14574.9984048015
Feng Wen,14777.4334023897
Malachai,14707.830206005
Jasmine,15334.1982490648
Selina,14644.6098612253
Kenneth,14785.0149766542
Mubarak,14810.8633351653
Chelsea,15882.3309275368
Nuha,14362.2461163923
Afnaan,14227.2431567679
Danika,15133.9540693742
Tabeion,14321.0183633155
Areli,14447.1964426063
Abdul Baari,15689.6190846503
Alberto,15492.6524623638
Cheyenne,15472.1438575946
Dejae,15568.2698590562
Kameron,14681.4194792511
Najimah,14949.1427924762
Krystal,15323.9139409568
Aamien,15243.0557219433
Ann,15149.7465958947
Taryn,14786.490406681
Emily,14714.2400700431
Konnor,15249.8215593086
Victoria,14935.4984137343
Nayeli,14385.3871816082
Shem,14594.4070699405
Manuel,15188.9354878671
Noori,14326.897375638
William,14353.017765703
Jack,14438.5721767198
Xiao,15166.6959706276
Kjellaug,15315.8611967036
Oneisys,14435.5852071657
Mason,15243.3221140474
Shane,15152.9966047695
Victoria,15498.5714734249
Victoria,14740.244661469
Abdur Rasheed,14269.393372032
Samantha,14904.328576375
Nicholas,14426.7948188141
Christine,14311.8848912166
Khalid,15124.2922168632
Lawrence,14368.7441489149
Maisara,15019.5730041304
Kendra,14530.878626508
Hannah,15158.7496307417
Andie,15553.7344141125
Zachary,15881.3783680045
Kimani,15725.9313613156
Sage,14335.2768717134
Quiana,15445.8539540528
Ishaaq,15046.1006054146
Nathaniel,15404.5684718832
Jasmine,15813.8172575557
Elijah,15819.65547321
Arwa,14671.2706891541
Alicyn,15221.5500606056
Tiana,15289.8261928231
Ryan,14539.0745135972
Antone,14621.4356497988
Kameron,14681.4194792511
Michael,15106.0553187494
Cory,14761.8732904353
Ani,15066.6327832823
Gabriela,14990.8345569782
Azza,15752.7319781927
Justin,14438.5273074181
Zachary,15135.6775908816
Jana,14245.1176904716
Yancey,14588.0534629931
