name,salary
Alexus,14865.9175201313
Andrew,15048.9893854601
Brittany,14570.5627957741
Lauren,15442.4410050622
Shantel,14155.9865869309
Najlaa,15782.2641065877
Jawan,14695.8137717331
Evonne,14203.9056527645
Marc,14646.958707489
Vance,15674.6426945036
Ethen,14150.0532335858
Branden,14632.0108887169
Benjamin,15155.7957052227
Marlena,15283.6923332348
Erin,15348.985835719
Mariah,14491.9302051321
Amaireni,15429.9935024737
Frank,15286.6826886171
Sad,15625.0001272973
Hannah,14957.9113476772
Karla,14859.0587519487
Tyrii,15981.1274201481
Rushdi,15261.9163513261
Devia,15500.7547447203
Austin,15563.6875232196
Hyeon,14297.9726344726
Ashraf,15015.0498963968
Madeline,14856.838259117
Jordyn,14106.9373305983
Vanna,14935.2215565389
Kevin,15342.5533392188
Nicollette,14140.7059314115
Brenda,15449.3398073519
Ibrahim,14276.912601505
Shania,15232.2107234273
Niconor,15592.4931898803
Alahna-Monique,14880.4786476576
Jiyaad,14452.600494413
Miguel,15491.0280223957
Dailon,15108.7909752652
Israel,14230.7967132029
Shabaan,15414.4033279667
Christian,15514.4412842982
Fazeela,15670.6843676166
Rathana,14835.2376675261
Donald,15451.6206053353
Rayyana,14472.7061333027
Natasha,15125.012462082
Derek,15540.6984395511
Cindy,14907.8265763695
Antonio,14569.4265555419
Jalan,15073.6303856492
Arturo,14677.9898768396
Nathan,15305.6583162604
Braeton,14820.7016465203
Cerra,14394.0843010326
Bre Onna,15286.6616175354
Maria,14585.1069468177
Christine,14425.983626953
Mubarak,15407.3321310591
Jacob,15030.9921982661
Daniel,15380.7215976308
Tiara,14622.4987637677
Logan,14237.6561483444
Andie,15553.7344141125
Manuel,14641.6486716167
Bonnie,15860.6422874685
Aaron,15602.2369129767
Gabriela,15719.5624644768
Sawhitney,14719.0175790165
Azmi,15769.6341910984
Tahlia,15224.7271994958
Gurpreet,14674.6856599209
Javier,15985.2595327987
Abdul Maalik,14850.2577434489
Alex,14950.2324256524
Aaisha,14609.2999899905
Brian,14729.8795834331
Josiah,15274.7853159526
Keisha,14908.4471504199
Acelynn,15065.405105469
Umar,15401.0052315614
Chiquithia,14650.4432171626
Qutb,14793.9008065448
Briana,15556.6363645712
