name,salary
Joshuah,14406.4049693277
Davy,14849.4604363132
Brandi,14861.7937143232
Evan,14520.667775117
Ghaamid,14125.0353738212
Derek,14489.4041563585
Audra,14953.2234953164
Christiana,14929.0873403511
Vincent,15348.8492452664
Leanna,15418.7759661733
Samantha,15888.7050149878
Felicia,14585.7529291022
Seth,15914.1092285592
Fuaada,14812.3329611846
Lailanie,15177.5647616803
Katricia,15618.4919548314
Monica,14877.3142255807
Jesse,15046.1655059672
Adhraaa,14023.5104087334
Miles,14337.7439366406
Holly,15212.1157366641
Julia,15590.8067164927
Kaitlyn,15781.8922478805
Kailynn,14155.2974564754
Vandrea,14737.2075220137
Jonathan,14316.8119866837
Christina,14932.380872493
Mohamed,14893.2238592931
Michaela,14427.4513174532
Alex,15157.5323467701
Savio,15694.119988523
Radiyya,15484.6195993479
Cynthia,14619.4332616782
Michael,15206.6340490388
Robert,15386.6175414879
Bethany,15764.3146772161
Addam,15259.1671760842
Rajaa,15361.7633028684
Katelynn,14900.2792354673
Jayln,14836.071007568
Haden,14272.2037920679
Zaidaan,15009.7603728079
Mukhtaar,14569.0954905272
Rick,14672.3633219036
Benjamin,14457.7286436592
Tahiyya,15060.378313161
Damian,15247.6360558999
Andrew,14676.3265780404
Leah,14934.045373432
Myron,14733.939569348
Yadira,15908.3145000253
Victoria,15046.0735750643
Rushdi,15604.3632559547
Anthony,14726.6599337447
Megan,15335.8281648921
Nicholas,14906.6960849925
Alana,15643.8287158328
Andrea,14023.2932340352
Joseph,15616.6273826649
Vincent,15089.6437803872
Jesirae,14339.5448812934
Tahiyya,15060.378313161
Mckinley,14538.4109145468
Aaron,14298.8072732882
Marcus,16273.9078611386
Maighdeline,15395.7249150635
Ellen,15163.245483809
Cesar,15466.3845138899
Sire,15239.5211303795
Quincy,14878.5001030773
Valerie,15406.5395727195
Steven,14247.4037516131
Cheyanna,14392.635216488
Courtney,15341.8273533641
Makayla,15554.166626727
Bryan,15860.4401257756
Marcos,14868.1628218793
Bassaam,15525.2438998484
Antonio,15180.3076125994
Geoffrey,14640.2769155641
Samantha,14580.3044074236
Jazzmine,14754.7147546813
Stephanie,14170.4731918869
Cassandra,16112.0895851494
Zong,15158.2431284353
Morgan,15651.3333382039
Seth,14835.6499314882
Sarahi,15414.1094863822
Katie,14080.6848665415
Jesse,14784.703042167
Quyncc,15615.4510106691
Juan,15360.6047432447
Emilie,14606.8334393417
Adrian Allan,15018.7589521675
Angad,15367.9974270904
Naaifa,15238.6023781875
Christopher,14760.4135395496
Luis,14306.1484850095
Krystal,14496.8079813019
Jennifer,15053.0751356936
