name,salary
Connor,14871.2087526936
Requanda,14170.8780544522
Gabriella,15772.7356918258
Dana,14242.4917712358
Dominic,15074.1167304057
Zachary,15135.6775908816
Austin,14960.4203222094
Jia,14648.8264975857
Kenneth,14689.2083769564
Majdiyya,14898.664093744
Zeena,14989.1462908793
Eduardo,15393.6870551405
Elijah,15022.5641074552
Laquesh,15509.5963155866
Alexis,15790.3058082843
Shakeela,14804.602173394
Angela,15754.4447834751
Christian,15514.4412842982
Naaifa,15238.6023781875
Kevin,14662.552457215
Gwen,15242.3612050864
Michael,14997.9353902215
Mujaahida,15190.3270632341
Manaal,14797.1563228413
Khang,14824.7506805502
Leesa,14329.9305352539
Soyeun,15145.8789979758
Jordon,15113.882174116
Musfira,13420.1005841604
Julie,14810.6538866664
Justina,15514.7409438123
Patricia,14933.8059748118
Rick,14892.120143531
Jakob,14623.7116450113
Nazeema,14384.6894771091
Madison,14099.0090236916
Myranda,15193.0949710065
Sandy,14419.6879286157
Fawzaana,14617.2460267401
Hilmi,14918.9791712764
Conner,15367.708391502
Khayla,15144.8290570276
Deserae,15392.3925267017
Emmett,14364.6821087788
Kassidy,14285.5436111816
Kirsten,15059.2989538986
Mahfooz,14562.4318051225
Amanda,15282.0533849872
Alycia,14164.7415433005
Isaiah,14741.9910932979
Maleeha,15237.8622580901
Kyle,14758.1164078734
Alma,15351.7550654992
Nancy,14735.6086788862
Sarah,15800.8664881335
Badruddeen,13965.4650966685
Carla,14828.5706851295
Valeria,15289.6651414743
Jarrell,14700.2145769189
Adrian Allan,15018.7589521675
Carissa,14966.3149025717
Charles,15452.5193310237
Steven,14247.4037516131
Marina,14277.8619932338
Aaisha,15135.744976763
Dollee,15111.5382991632
Indigo,16105.2857006142
Araseli,16314.8432600249
Yoosuf,14678.1759895649
Janette,15493.2806115509
Colten,15951.0512119099
Andrew,14534.3997225708
Raqim,14827.3720959623
David,15101.2127430161
Drew,14996.9627740623
Riley,15544.8777100101
Shaofan,15316.5788389829
Amanda,15526.4345308524
Kaamil,14424.6542523582
Devion,14459.871253404
Talha,14263.1753849337
Rajiv,14809.2778142752
Rachel,15086.4792860921
Shelby,16155.3877337064
Chu Ming Min,14569.6152281489
Yingfei,14752.3863302591
Mahalia,14716.5936256773
Francis,15800.6419331322
Kimani,15725.9313613156
Enrique,15282.7128467541
Angela,14931.0869273785
Cody,16013.3078246246
Rickeesha,14708.9504792661
Steven,14900.1529601928
Stephanie,14482.6303628916
Saahira,14747.3186498715
Gabriel,15082.805808835
Nathaniel,14319.9256894579
Andrea,15633.3372403126
Joshua,14896.1856353862
Curtis,15400.7970436169
Justin,14740.1275296545
Haleema,15098.1095697916
Jonathan,14447.0386124822
Shawnae,14833.0707083324
Mumtaaza,14416.0291554336
John,13912.3136738448
Kirsten,15059.2989538986
Joshua,16224.5049910144
Nathan,15955.5979641833
Ruqayya,15108.304374122
Jennifer,15441.7210718189
Issif,14675.5850082774
Misfar,15208.3865473286
Seth,15958.1671841442
Isiah,14719.7687530754
Nelson,14757.279337759
Amy,14457.4460887696
Samantha,15518.407885371
Zuhra,14992.9679797395
Hibbaan,14237.6235149858
Zaahid,14918.1782386937
Victoria,14992.333422494
Victoria,14854.8435856672
Brittany,15711.0510201725
Michael,15116.7879601842
Terrance,14584.1156541058
De'Ante,15046.5673415332
Adela,14752.0342839118
Taqiyya,14826.5076999545
Mu'taz,15838.1498088442
Hawah,15250.1830796791
Annie,15223.6145122961
Shawn,14778.8355317091
Adam,14890.9841267989
Kelton,15519.2372152356
Kenzie,15021.53884731
Theodore,14994.4502323949
Crisol,15106.9579876808
Fateena,14813.1193794567
Mariah,14670.2751967746
Mukhtaar,14615.9894528704
Haakima,16344.9679060318
Brittany,14587.4130723028
Zahraaa,14863.3489014975
Paige,15387.1163293314
Rayshawn,14921.7694389687
Anthony,16147.3037282649
Drew,15373.9208453951
Amanda,14584.1063060579
Robert Deangelo,15772.2086192967
Brooklynn Lee,13807.2227286172
Antonio,14726.3156400931
Joon,15642.2265380309
James,14862.7939426056
Brandon,15291.2073638417
Michaela,15488.8064710626
Alexia,15497.4098710575
Daniel,14624.7100489799
Mahfoodha,14777.8689598052
Zoe,15509.8493393151
Brynne,15685.2387068162
Camara,15142.1897083433
Shadae Lisette,14922.5178627531
Aarif,16243.30640946
Isabella,14874.0419873207
Sage,15357.8932270254
Kaileigh,14970.849788384
Joshua,15752.3328711547
Delena,14816.1189809979
Simone,15144.5018178486
Cora,15225.1658937024
Lakshmi Priya,15239.8550354141
Ja'Lainna,15724.2321990461
Yuri,15284.9032537085
Nebiyu,15308.0612304513
Destinee,15359.834895579
Emily,14994.2627451442
Natalie,15943.3993840285
Alexis,15370.3222796477
Ashley,14694.3361648754
Clayton,14847.0793777012
Michael,14808.2357725409
Saahira,15021.5687354962
Tanisha,15421.7872258331
Arkaan,14996.433168832
Kenneth,14785.0149766542
William,15176.2270124885
Sadi,15046.2414149836
Anabel,14665.7663014749
Dylan,14413.8494412398
Ani,15066.6327832823
Ivy,14381.1023853447
Abigail,15732.702322071
Amaan,14883.9053707724
Trent,15559.1283574645
Shannan,15025.7967775077
Saydie,13953.438339031
Andrew,14690.608055937
Ryan,14262.0156831481
John,15263.0544420808
Micah,14361.0043427838
Tanner,15461.3988825837
Amber,14958.8423636806
Beteal,14972.3057488834
Haashid,15377.2672973981
Kamaal,15508.5311438071
Erick,15163.8922340933
Nathan,14426.5490565412
Brittany,14570.5627957741
Lauren,14902.0945972076
Shenoa,15242.9634224111
Tatiana,15165.9126459404
Adela,15075.063933792
Rachel,16198.4415117544
Kaibrea,15329.7525709595
Il,14511.1286818273
Imani,14063.7060813303
Jesus,14872.3837566274
Paola,14969.7833468191
Zane,14647.0412200861
Elizabeth,15258.2401523898
Jien,14436.1461953213
Angelica,15110.4786522884
Mario,14010.0866388711
Serena,15333.7702007111
Kassidy,16149.009362772
Greg,14676.0405977566
Vanessa,14183.9385109665
Lailanie,15177.5647616803
Damian,15247.6360558999
Kyoung Min,15811.2662213218
Maleeha,15237.8622580901
John,15089.5692052233
Azzaam,14651.8184554662
Megan,14478.0051473643
Joshua,14600.1387931929
Charleen,15122.2147088235
Hameeda,14166.7705424685
Junious,15124.5867408884
Octavia,15412.9434645681
Jeff,14614.5673804402
Austin,14517.4448826363
Lubaaba,14426.4298874332
Dallas,15806.2184568616
Vang,15052.3932841858
Reid,14634.8161128809
Deonta,14891.5612125415
Piper,14747.5490508386
Alexis,14809.1798254259
Marqual,15632.9537981172
Daniel,14773.3828842794
Tegan,14844.2704942152
Brandon,15291.2073638417
Quinn,15172.2765439397
Ashley,14694.3361648754
Arielle,15406.6668612929
Aanisa,14480.3148478013
Quannesha,13779.4685692428
Margarita,15319.0354591621
Nawaal,15408.9538814377
Sharayah,15578.3773101525
Alyssa,15199.6353874267
Shadhaa,15228.780051834
Adrian,15129.4518120206
Sumbula,14361.6097281439
Ashley,15652.5436331567
Knevin,14519.3548980994
Adrian,15005.4045853903
Rushdi,14760.9200004628
Ashley,15586.6974334516
Victor,15927.2309467593
Frank,14723.2900253554
Ashlee,14953.5320602384
Sumaita,15009.8045835528
Patrick,14715.3449644039
Mia,14902.8184638346
David,15531.6787822843
Taryn,15381.6351564205
Aide,15251.3164531216
Travis,15576.2671837397
Marion,15426.6082654948
Patrick,14195.2183824667
Chakera,15013.6519831757
Jordan,14365.5423155052
Glendy,15729.3027072177
Alfredo,14119.5798806275
Margaret,15210.0256001609
Tyrone,15135.2518009782
Saleema,14008.1539258246
Abigail,15481.5737222592
Erin,15451.7401313697
Raymond,15483.6571097052
Sara,15701.1117910851
Amanda,15170.3901642633
Arlana,13914.7813502453
Farhaan,13664.6899508468
Azza,14172.5918169953
Dollee,15111.5382991632
Taqi,15860.0719869104
Kyla,15949.2888902587
Adaiah,14809.1280909764
Gabriela,14951.4470200188
Jonathan,15717.5463044509
Sahla,15617.7978882643
Alexander,15478.4652388644
Marcus,15198.603134028
Mayra,15690.8191689582
Deanna,14995.451029846
Ellen,15216.5001036686
Jessica,14476.1093911604
James,14806.3848258848
Kyle,14943.1653487597
Maurice,14714.3585421138
Joseph,14995.3280352664
Natalie,14985.9907591265
Abdul Khaliq,15357.8433919978
Deon,15586.8732003199
Thomas,15459.9136519816
Emma,14557.1330519698
Antone,14621.4356497988
Emily,14312.3495523258
Kristina,15068.5692082452
Hibbaan,15636.1798847252
Mus'ab,15717.5779217924
Carrena,14781.9492641509
Erick,15163.8922340933
Yinghan,14941.2624808248
Aneavia,14195.2102825244
Tawni,15333.5638796628
Jonathan,14880.6842019324
Kenneth,15156.3591062252
Erick,15878.6579679214
Zaahira,14603.6745157037
Joseph,15072.9939439413
Summer,14465.2709029349
Darielle,14542.8539824022
Morgan,15410.7703835252
Pancho,14773.0924943828
Jacqueline,14462.475398184
Jeriah,15217.2792765024
Marceen,15234.35314549
Tina,15077.2047140815
Luis,14861.4068316802
Shivawni,15338.0282260269
