name,salary
Ramo,15513.8653349598
Gregory,14323.7796321003
Nelson,15045.0357400038
Andrew,14801.868405994
Dominic,14643.2010472297
Shervanna,15776.9794474831
David,14614.0404399161
Hasan,14703.5196544731
Hadley,14824.0510988797
Michael,14224.7549692981
Holden,14731.2916514774
Lee,14783.3250302166
Daniel,14784.5404652256
Hayley,15309.0708007721
Olivia,16033.9794514713
Khang,14824.7506805502
Krystal,14496.8079813019
Brooke,15848.8588425569
Clara,15284.9386059904
Fat'hi,15020.2715855505
Samuel,14634.0834515695
 Sakeena,15356.1052993601
Truyen,14997.6056521003
Faheem,13681.7520871831
Joshua,15085.4998577202
Keaton,14352.3101426717
Aiyana,15315.3248390302
Ariana,15162.7822293119
Casady,15414.5943354887
Tyler,14918.0224272425
Destinee,14839.496927846
Karen,15145.7925193614
Fendi,14936.3270272045
Jordan,15434.4551873954
Brian,14729.8795834331
Emma,15606.9262210103
John,15274.1261088938
James,14915.3968858201
Jaime,14467.5070494715
Tommiekae,14689.6056753247
Runcai,14966.9389609857
Derick,15188.0834988433
Paris,14756.1076844033
Amanda,15312.1066880392
Lindsey,14607.7480760178
Davaughn,14554.8173985945
Catherine,14582.1569418341
Devon,15276.1969384441
Michael,15594.0769392489
Sireen,15645.5107355645
Kiersten,15777.7054875842
Zufar,15254.5019809651
Emily,14908.5104335208
Lan,15144.4211320938
Alessandra,14369.4372163847
Gwenyth,15216.870707522
Mutasim,15034.5465391866
Alexandra,15481.9685510393
Kayla,14504.8039815442
Dat,15427.5285383136
Anthony,14726.6599337447
Ihaab,15676.3902649197
John,14708.5626401465
Tyler,15122.2557749787
Derrick,15301.761796796
Antonio,14600.1946396907
Amber,16085.5579228839
Jennifer,14409.4730850417
Olivia,14998.1457332965
Chasity,15140.9050306472
Isaiah,14773.8431086493
Janette,15493.2806115509
Edwardo,15682.7563183893
Aaron,15252.4593862023
Adela,15075.063933792
Yoosuf,14678.1759895649
Shawn,15499.5309071546
Himma,14764.3035885041
Jacqueline,14262.3844165779
Cody,15403.900436953
Jelani,15571.4949622055
Ammaar,14404.0357767395
Tabitha,15006.0853144192
Jacob,14887.5681888906
Lakalo,14561.3274119923
Bradley,16005.2630854129
Hadeel,15076.9430770187
Clayton,14547.7637380037
Randy,15128.9687066721
Enrico,16470.667409106
Heather,15313.3687278145
Pedro,14621.2773883533
Kyndra,15142.2750549379
Raadi,14604.1395212361
Alyssa,15199.6353874267
Waleeda,14913.8628492464
Maariya,15838.8481286279
Andrew,15229.9573475664
Eduardo,14877.9494261028
Allana,15185.5277701386
